geolocation_zip_code_prefix,geolocation_lat,geolocation_lng,geolocation_city,geolocation_state
53640,-7.831465186796644,-34.91872407438395,igarassu,PE
38360,-18.682265999999945,-49.568232499999965,capinopolis,MG
84015,-25.07401547515726,-50.16111271717929,ponta grossa,PR
57150,-9.59493906325407,-35.95303568917801,pilar,AL
7745,-23.376933965899678,-46.71998452752958,caieiras,SP
15290,-21.07263215449987,-50.13998484629895,buritama,SP
99680,-27.730357797488207,-52.997726157831096,constantina,RS
4128,-23.602883510964272,-46.63260033527612,sao paulo,SP
39950,-16.380093854807228,-40.53854830945984,rubim,MG
18130,-23.53848139083681,-47.13561247723564,sao roque,SP
93224,-29.833896942356294,-51.14069677529445,sapucaia do sul,RS
13318,-23.32242190396706,-45.92040676502236,jacare,SP
4292,-23.620151503750908,-46.6147215,sao paulo,SP
48460,-11.240734084731256,-38.480697075563,nova soure,BA
48360,-11.664049223904328,-38.0204213674724,acajutiba,BA
4852,-23.760223648010523,-46.6587585694206,sao paulo,SP
38735,-18.946216059836964,-46.67335366470959,cruzeiro da fortaleza,MG
3521,-23.545181043020364,-46.516232200386646,sao paulo,SP
35845,-19.168507924969862,-43.71391355264512,santana do riacho,MG
59560,-5.619656259093937,-35.65659034187206,poco branco,RN
8715,-23.52787955236281,-46.18798249896359,mogi das cruzes,SP
60192,-3.7466458431819767,-38.482435503058426,fortaleza,CE
85770,-25.765207136817903,-53.53937696885487,realeza,PR
23520,-22.932964791563265,-43.673679256592976,rio de janeiro,RJ
3129,-23.581577210658423,-46.5812873119626,sao paulo,SP
94828,-29.99834759207785,-51.05873650566808,alvorada,RS
86058,-23.348334768868305,-51.210697538480616,londrina,PR
47600,-13.250374811915348,-43.41589186393552,bom jesus da lapa,BA
20521,-22.92813167583237,-43.22820068344975,rio de janeiro,RJ
17300,-22.382094864632062,-48.3940572556612,dois corregos,SP
70775,-15.73898331204695,-47.89687287310593,brasilia,DF
18150,-23.64526838690991,-47.24070463129987,ibiuna,SP
44380,-12.674545130992412,-39.0992732088334,cruz das almas,BA
13835,-22.344930566664363,-47.16727220810125,conchal,SP
68040,-2.42424693946656,-54.732982865137096,santarem,PA
30310,-19.941395752149575,-43.92676116279063,belo horizonte,MG
43820,-12.675396182499384,-38.54035780812343,candeias,BA
36060,-21.749066612816705,-43.3378106246177,juiz de fora,MG
46445,-14.300158499956634,-43.76936249995662,carinhanha,BA
2215,-23.491512586733226,-46.5830327514571,sao paulo,SP
20770,-22.89844010101571,-43.28117498222639,rio de janeiro,RJ
21750,-22.87659898612154,-43.41818306564138,rio de janeiro,RJ
41192,-12.953015083041736,-38.45716757913646,salvador,BA
6620,-23.54528801750423,-46.89114227179949,jandira,SP
31742,-19.83605337108313,-43.93223553595124,belo horizonte,MG
69930,-10.653856380209971,-68.50660240740798,xapuri,AC
33110,-19.7856755915264,-43.9198840965637,santa luzia,MG
75940,-17.337978413049168,-49.91893890401489,edeia,GO
80230,-25.44430729447745,-49.267530172773945,curitiba,PR
6715,-23.61300261226844,-46.88139388343239,cotia,SP
22270,-22.951176126871943,-43.191608422411726,rio de janeiro,RJ
95650,-29.575048000680656,-50.79167960105744,igrejinha,RS
75555,-17.738595883906225,-49.80425668854811,vicentinopolis,GO
95110,-29.190739726184223,-51.21888482272712,caxias do sul,RS
14075,-21.12636239578164,-47.78246990743838,ribeirao preto,SP
38610,-16.360566512943674,-46.89987493979551,unai,MG
1410,-23.562466386346568,-46.660461365110514,são paulo,SP
74365,-16.719399871264653,-49.31513179538395,goiania,GO
80610,-25.473347011596545,-49.29177433801407,curitiba,PR
40255,-12.968189946996311,-38.49460954426112,salvador,BA
50760,-8.069871179797886,-34.92144550763987,recife,PE
13033,-22.907859936898383,-47.09641391592199,campinas,SP
12309,-23.31192507799065,-45.95725269317328,jacarei,SP
15050,-20.78579283504101,-49.37068905508143,são josé do rio preto,SP
4254,-23.61806178573489,-46.5945323993883,são paulo,SP
38295,-19.549928366880337,-50.58173447655842,limeira do oeste,MG
29703,-19.52720651564545,-40.63640584404747,colatina,ES
13400,-22.723588423278763,-47.65062528671584,piracicaba,SP
29900,-19.40569064558096,-40.068098921443664,linhares,ES
6144,-23.56587723925207,-46.79838137760401,osasco,SP
13504,-22.396277681660745,-47.56972040940028,rio claro,SP
51021,-8.122956496249085,-34.904240999999985,recife,PE
21042,-22.869157499999996,-43.240473,rio de janeiro,RJ
36660,-21.877981553766748,-42.69189771017911,alem paraiba,MG
8535,-23.55459465371205,-46.39079922530495,ferraz de vasconcelos,SP
95076,-29.179915473573093,-51.14633373205131,caxias do sul,RS
29168,-20.1651694565756,-40.251859962808,serra,ES
6362,-23.557854219750578,-46.84198397425782,carapicuiba,SP
59650,-5.5706868546211625,-36.92508023545071,acu,RN
88110,-27.567661757431893,-48.611076918436176,sao jose,SC
27913,-22.38174513435458,-41.77092747232096,macaé,RJ
38066,-19.73351389869582,-47.94179775076461,uberaba,MG
55400,-8.67178782124503,-35.72856689103784,catende,PE
36415,-20.499330034144,-43.8526854535605,congonhas,MG
40450,-12.9367895656414,-38.5015961312828,salvador,BA
30530,-19.93167952510253,-43.99664332944775,belo horizonte,MG
4475,-23.70370428726409,-46.63483367692889,são paulo,SP
73840,-13.043164635811667,-46.77095614792221,campos belos,GO
34004,-19.99080138799997,-43.86871596599997,nova lima,MG
86802,-23.57323421270957,-51.487191155541794,apucarana,PR
88035,-27.59074140244673,-48.50558944353386,florianopolis,SC
11680,-23.49725706472024,-45.07453295225644,ubatuba,SP
36330,-21.0245006901765,-44.22310384907417,coronel xavier chaves,MG
85812,-24.951247468520823,-53.452209238675145,cascavel,PR
66083,-1.4230682015118212,-48.47821623203871,belem,PA
31814,-19.854079606440063,-43.92344263113856,belo horizonte,MG
68600,-1.0598857571852494,-46.7672559623839,braganca,PA
60761,-3.814062255063778,-38.56970673827113,fortaleza,CE
35680,-20.0794742138839,-44.57797599748246,itauna,MG
4533,-23.584026436580302,-46.67927076242137,sao paulo,SP
50050,-8.05670522176693,-34.879725879825706,recife,PE
26600,-22.604454357836115,-43.70809513003068,paracambi,RJ
64020,-5.094742635983,-42.75385123636419,teresina,PI
3362,-23.56531328810082,-46.54358417485143,são paulo,SP
37132,-21.439684407532397,-45.9479499782576,alfenas,MG
24901,-22.93598294819515,-42.819636019650765,marica,RJ
14805,-21.73743402067743,-48.18928431771894,araraquara,SP
1421,-23.56594070217565,-46.65711352357333,sao paulo,SP
65990,-7.367512922400774,-46.62580830178512,riachao,MA
2417,-23.47574052178431,-46.6308894970858,sao paulo,SP
88809,-28.673272507372097,-49.38519214426931,criciuma,SC
72801,-16.2569797242301,-47.95685184425948,luziania,GO
18400,-23.97754351323861,-48.87642071516,itapeva,SP
38412,-18.95397717958328,-48.32153775797796,uberlandia,MG
9407,-23.70228934383916,-46.38713561793056,ribeirao pires,SP
13615,-22.165112479310466,-47.377145493399006,leme,SP
38240,-19.90662148232285,-49.36575977185485,itapagipe,MG
13419,-22.725235308096128,-47.63678554339573,piracicaba,SP
77635,-9.34735964707746,-47.89539577223128,rio sono,TO
11430,-23.99283525950717,-46.28167471357261,guaruja,SP
39404,-16.71806969248079,-43.82420010159262,montes claros,MG
19023,-22.105506286192934,-51.39621521734734,presidente prudente,SP
88048,-27.64441001566128,-48.47653363335797,florianopolis,SC
89012,-26.90773221735596,-49.07299886892038,blumenau,SC
83323,-25.44227833279462,-49.187708015263446,pinhais,PR
28860,-22.476160434879173,-42.20258734188904,casimiro de abreu,RJ
15200,-21.05991798229821,-49.6807963249186,jose bonifacio,SP
19911,-22.97470441271852,-49.86543029516994,ourinhos,SP
11050,-23.960770072162266,-46.3263999672514,santos,SP
75906,-17.806518217969487,-50.92489071702041,rio verde,GO
95603,-29.65681168621237,-50.778530769023696,taquara,RS
8290,-23.54749390674591,-46.44811416541637,sao paulo,SP
11425,-23.99936046561922,-46.30457616495973,guaruja,SP
8030,-23.4994176880374,-46.42309318013155,sao paulo,SP
89885,-27.081713491026825,-53.00228564111325,sao carlos,SC
47590,-11.823920485694494,-42.61261351023481,ipupiara,BA
82010,-25.42997694754457,-49.33161111697164,curitiba,PR
8140,-23.506893303912523,-46.39580291243005,sao paulo,SP
20541,-22.915426002221704,-43.24064067291819,rio de janeiro,RJ
83601,-25.45768002607436,-49.533010451891336,campo largo,PR
17020,-22.305952466558928,-49.067254337613406,bauru,SP
9210,-23.6427074834958,-46.52794217430317,santo andre,SP
45028,-14.86454204494485,-40.821350845251935,vitoria da conquista,BA
36889,-21.1307454579361,-42.35372247476166,muriae,MG
31275,-19.85678164028517,-43.961851393011685,belo horizonte,MG
8690,-23.494732948570743,-46.32028456778965,suzano,SP
68825,-1.534093748641217,-49.22569495054596,muana,PA
71939,-15.792332777433858,-47.84828094435846,brasilia,DF
88107,-27.58377641773498,-48.66947983487978,sao jose,SC
55900,-7.558697179437101,-35.00870493368639,goiana,PE
5524,-23.595176189566608,-46.74183651471519,sao paulo,SP
37175,-20.942387005120565,-45.826558283827815,ilicinea,MG
23067,-22.884553634196983,-43.62078472162269,rio de janeiro,RJ
9810,-23.72050943876393,-46.570532645873776,são bernardo do campo,SP
56260,-7.649241773870898,-40.1494149019098,ipubi,PE
13322,-23.196941308355928,-47.2721972267586,salto,SP
65636,-5.096812995128774,-42.84217976047128,timon,MA
39402,-16.729038838738578,-43.84194566111719,montes claros,MG
60841,-3.81504269460783,-38.49194172811848,fortaleza,CE
3958,-23.592948579519863,-46.48700118971082,sao paulo,SP
30140,-19.931484949766265,-43.93633883458364,belo horizonte,MG
14811,-21.78283380598999,-48.15300832584105,araraquara,SP
6410,-23.50130920681669,-46.870817876164544,barueri,SP
88301,-26.9114055831225,-48.660228153030616,itajai,SC
4403,-23.6751052057597,-46.66206770436963,sao paulo,SP
74916,-16.767518086439587,-49.28470195916342,aparecida de goiania,GO
31910,-19.81693683298715,-43.99083078659973,belo horizonte,MG
5440,-23.5464903075192,-46.69229742991519,são paulo,SP
3190,-23.566189817832075,-46.57445780280693,sao paulo,SP
20560,-22.918628251745545,-43.267432170408014,rio de janeiro,RJ
11085,-23.93355203886542,-46.34685431695426,santos,SP
9930,-23.6697261847723,-46.61722423351534,diadema,SP
53439,-7.942667845449267,-34.82490194537761,paulista,PE
18230,-23.875743729888583,-48.00609634136165,sao miguel arcanjo,SP
24110,-22.870341000000003,-43.10403075000001,niterói,RJ
24722,-22.80054962769348,-42.97607294005053,sao goncalo,RJ
35560,-20.096705314892176,-45.28561493707048,santo antonio do monte,MG
20551,-22.91853488980902,-43.24672658021234,rio de janeiro,RJ
9920,-23.683234734139088,-46.62619990757543,diadema,SP
3325,-23.55196894976627,-46.559483056350565,sao paulo,SP
1102,-23.52261021648681,-46.62942387523806,são paulo,SP
54505,-8.291238285879116,-35.038986301286805,cabo de santo agostinho,PE
88140,-27.70751506480606,-48.74987012627644,santo amaro da imperatriz,SC
75650,-17.731180052925293,-49.09186474714031,morrinhos,GO
28950,-22.75583035323457,-41.88707498452222,armacao dos buzios,RJ
81320,-25.47727317456296,-49.32436710519932,curitiba,PR
18605,-22.912976437225065,-48.43720527499613,botucatu,SP
18540,-23.196811288446547,-47.52268959122089,porto feliz,SP
66079,-1.4720669999999956,-48.45505274999999,belem,PA
21231,-22.83226705023373,-43.32079214403609,rio de janeiro,RJ
75380,-16.669548490668245,-49.4956748719769,trindade,GO
7996,-23.30107821729435,-46.72417894589592,francisco morato,SP
25615,-22.5028322465946,-43.15333939912038,petropolis,RJ
11443,-23.981309088262428,-46.20343095559465,guaruja,SP
19360,-21.984596676632677,-51.65241435990707,santo anastacio,SP
85502,-26.23249800782283,-52.684572765887125,pato branco,PR
75640,-17.288724613593352,-49.019580654185646,piracanjuba,GO
48903,-9.413132050597078,-40.5000638202516,juazeiro,BA
83020,-25.56138683819032,-49.20130436955392,sao jose dos pinhais,PR
83880,-26.089337485537527,-49.78486534806623,rio negro,PR
6365,-23.546196,-46.86027974999999,carapicuiba,SP
13323,-23.220845298084143,-47.26823757744238,salto,SP
78195,-15.460110886239042,-55.74805034285655,chapada dos guimaraes,MT
15057,-20.79859684321499,-49.34746023878177,são josé do rio preto,SP
70867,-15.747268499999992,-47.883141,brasilia,DF
36780,-21.31273640584922,-42.86599102063862,astolfo dutra,MG
24020,-22.89428279372572,-43.12073703239408,niteroi,RJ
45657,-14.806807268235644,-39.06178155783657,ilhéus,BA
81925,-25.54678021565008,-49.26489711740432,curitiba,PR
35860,-19.03055653332085,-43.42358092653923,conceicao do mato dentro,MG
84990,-24.132842916231745,-49.82196537010345,arapoti,PR
2323,-23.44008769366094,-46.5806274478656,sao paulo,SP
6610,-23.524186067799068,-46.92088103105522,jandira,SP
87030,-23.41174761024164,-51.92853265581503,maringa,PR
6634,-23.56134812886392,-46.90544617692725,jandira,SP
3817,-23.490700564256414,-46.49306703344107,sao paulo,SP
32400,-20.022568719878528,-44.06012982792188,ibirite,MG
76290,-15.818435592326882,-50.604614818875405,itapirapua,GO
83005,-25.533355787296163,-49.20309780317596,são josé dos pinhais,PR
85875,-25.44692662818483,-54.39970593517461,santa terezinha de itaipu,PR
9721,-23.720314500000004,-46.5483285,sao bernardo do campo,SP
3058,-23.53939015598129,-46.59351308381903,são paulo,SP
90050,-30.039979148219675,-51.220221098245744,porto alegre,RS
55500,-8.374578263826399,-35.23509974181599,escada,PE
89216,-26.29903258006812,-48.876323872468106,joinville,SC
12248,-23.172405642795333,-45.79320564363206,sao jose dos campos,SP
17201,-22.30065684124874,-48.55845617845811,jaú,SP
89251,-26.49381845849732,-49.07086001211406,jaragua do sul,SC
75370,-16.521085223380997,-49.41148318229864,goianira,GO
39860,-17.840720707288714,-40.353341465980165,nanuque,MG
7957,-23.27757621417741,-46.73155454618026,francisco morato,SP
5311,-23.52773504312137,-46.73639800210442,sao paulo,SP
14405,-20.535879115539217,-47.420169586470415,franca,SP
68701,-1.200468244145874,-47.17693616010803,capanema,PA
22631,-23.004938808211687,-43.32992826340231,rio de janeiro,RJ
29305,-20.85604143980829,-41.10676944375546,cachoeiro de itapemirim,ES
27460,-22.72987507382089,-44.13860349914553,rio claro,RJ
11410,-23.99682999318121,-46.26573255631319,guaruja,SP
30575,-19.98129280131236,-43.978401355714944,belo horizonte,MG
4144,-23.61661758451152,-46.636536620174304,sao paulo,SP
75800,-17.895232643670617,-51.72615768618318,jataí,GO
95893,-29.424674279257477,-51.76627420439137,westfalia,RS
11045,-23.969284459893828,-46.32717677491483,santos,SP
79990,-23.101934865325045,-55.22423615672521,amambai,MS
3472,-23.575014760603583,-46.52248323952327,sao paulo,SP
75960,-17.40242454385533,-50.37702693194672,acreuna,GO
18075,-23.47154984561517,-47.46957010532606,sorocaba,SP
22790,-23.01691263252354,-43.4546035264875,rio de janeiro,RJ
32340,-19.93459087937797,-44.04779420311587,contagem,MG
18720,-23.374793262386337,-48.72616616106461,paranapanema,SP
15502,-20.41182556363203,-49.98119161427661,votuporanga,SP
78555,-11.84071107993273,-55.51407414497419,sinop,MT
90020,-30.02751069164407,-51.22397149471986,porto alegre,RS
78515,-10.632969000000005,-55.71161549999999,nova canaã do norte,MT
2402,-23.48629424311855,-46.62780417969884,sao paulo,SP
3883,-23.50949996452603,-46.482234348228864,sao paulo,SP
30840,-19.89255954203941,-43.998093435051096,belo horizonte,MG
85640,-25.919675881806764,-53.471624487829295,ampere,PR
35160,-19.478153316117545,-42.5251939664147,ipatinga,MG
91787,-30.14891274647851,-51.16426303527918,porto alegre,RS
13271,-22.976309689236828,-47.02549061495469,valinhos,SP
13180,-22.81777501170756,-47.23399632473948,sumare,SP
22621,-23.00760323757864,-43.31456264446878,rio de janeiro,RJ
99700,-27.63476848098565,-52.28029411864509,erechim,RS
18440,-23.866079861683723,-49.14046304526399,itabera,SP
36015,-21.758249891482457,-43.35410741395927,juiz de fora,MG
84010,-25.09923790674591,-50.15765158771416,ponta grossa,PR
36594,-20.667593370141145,-42.52239943165412,araponga,MG
19300,-22.00465787362055,-51.5574263470105,presidente bernardes,SP
38400,-18.89975330169083,-48.26033364516125,uberlândia,MG
2271,-23.471106852068782,-46.59048890022503,sao paulo,SP
89600,-27.178561191623206,-51.51110400835314,joacaba,SC
48110,-12.35324284109187,-38.37857984318489,catu,BA
12850,-22.69082721169004,-44.32135544551927,bananal,SP
88400,-27.41241051109241,-49.60321580745104,ituporanga,SC
1435,-23.578977666945573,-46.67103134055624,sao paulo,SP
38600,-17.242911,-46.87391474999998,paracatu,MG
25535,-22.79099101587699,-43.40078496669409,sao joao de meriti,RJ
30620,-19.98876805274388,-44.00144732347512,belo horizonte,MG
37504,-22.429354883706527,-45.49396650410897,itajuba,MG
13033,-22.9094291312828,-47.09697306272721,campinas,SP
28910,-22.88600954352364,-42.0384836987553,cabo frio,RJ
11703,-24.01708806673343,-46.45868020216099,praia grande,SP
20221,-22.89797766388716,-43.194093459201326,rio de janeiro,RJ
95660,-29.517630396032136,-50.77908434368399,tres coroas,RS
7439,-23.39741858631333,-46.27185358029486,aruja,SP
35501,-20.152203350201717,-44.89218739710629,divinopolis,MG
4128,-23.602765475237977,-46.63530842279597,sao paulo,SP
22220,-22.929346739656097,-43.1751384328294,rio de janeiro,RJ
5842,-23.650322112960936,-46.74200206647812,sao paulo,SP
69060,-3.101570044451315,-60.00135388431438,manaus,AM
3051,-23.54103228365742,-46.61266290911184,sao paulo,SP
25730,-22.42418515398583,-43.130821932744674,petropolis,RJ
37044,-21.55362256301305,-45.42253650191801,varginha,MG
83540,-25.186510876159478,-49.31298110840416,rio branco do sul,PR
14021,-21.22348344991864,-47.79760921317034,ribeirao preto,SP
4348,-23.64565706839869,-46.65079632121232,sao paulo,SP
3022,-23.52518639578163,-46.60345128420568,sao paulo,SP
12515,-22.807597722321,-45.19072416743778,guaratingueta,SP
89258,-26.48986457566359,-49.059308933493696,jaraguá do sul,SC
4272,-23.603870661117195,-46.61468259201335,sao paulo,SP
94818,-30.009795927984,-51.05988837380158,alvorada,RS
69053,-3.099494179294823,-60.01997404731953,manaus,AM
65070,-2.509029858733884,-44.26459577130818,sao luis,MA
12333,-23.222048447464623,-46.07435084202831,jacarei,SP
4619,-23.618635275960468,-46.68142542708235,sao paulo,SP
90850,-30.061022711062456,-51.22756626089217,porto alegre,RS
75400,-16.378768892140403,-49.49511935648456,inhumas,GO
87020,-23.41713819178952,-51.939548179618086,maringa,PR
19273,-22.58249355752196,-53.05289393532493,rosana,SP
7152,-23.40716326672053,-46.471911401610015,guarulhos,SP
13344,-23.10487104225104,-47.21355432153472,indaiatuba,SP
78500,-10.807521745709389,-55.4619601444402,colider,MT
18043,-23.50328037258334,-47.4695477733282,sorocaba,SP
4455,-23.678985771856432,-46.678985470858095,sao paulo,SP
77700,-8.84686927430267,-48.50559382290798,guarai,TO
81570,-25.483254296699155,-49.2273347529863,curitiba,PR
90850,-30.07263321397665,-51.232087361648055,porto alegre,RS
55525,-8.470197508755664,-35.54063936840013,cortes,PE
5128,-23.491468550926207,-46.74074776048812,sao paulo,SP
15880,-20.9653999881857,-49.03305642241256,tabapuã,SP
9551,-23.626142758814687,-46.554516550233735,sao caetano do sul,SP
39680,-17.70032300292897,-42.52102218091852,capelinha,MG
30411,-19.919590188441425,-43.96358550207746,belo horizonte,MG
4816,-23.704295489872443,-46.68570521732353,sao paulo,SP
