order_id,customer_id,order_status,order_purchase_timestamp,order_approved_at,order_delivered_carrier_date,order_delivered_customer_date,order_estimated_delivery_date
73287734c7b95e805d54a35d062627f2,d8d953c123168b787dceec29e08d08d3,delivered,2018-02-27 12:05:41,2018-03-01 02:35:26,2018-03-02 00:12:43,2018-03-21 21:47:29,2018-03-27 00:00:00
12aab7cb25bc6ae86c66cb3e7dc35a76,d2e258817e38dd6847a2dead3bbafc05,delivered,2017-12-22 17:11:24,2017-12-22 17:31:56,2017-12-26 14:12:49,2018-01-03 11:16:06,2018-01-23 00:00:00
c0e1586eda89047d683b2bc7d902037c,0266506e68e7eac1c7f726da057c28a9,delivered,2017-12-12 23:35:51,2017-12-12 23:49:55,2017-12-13 20:03:34,2017-12-18 21:18:56,2017-12-29 00:00:00
0124e0c5bfae1979838a91e47df53f14,6bf7cea1d53d6e27e5debdb2d5049ff6,delivered,2018-02-08 15:31:37,2018-02-08 16:59:25,2018-02-14 20:04:13,2018-02-15 20:11:58,2018-02-26 00:00:00
26c032093452825fab1ef0adcde581ac,1de5dc5b831942a9161baef126e93870,delivered,2018-08-14 16:42:17,2018-08-14 16:56:04,2018-08-16 17:15:00,2018-08-23 00:04:05,2018-08-30 00:00:00
848e76f65aa5d3843c356d8a68dfa5b5,0fe01041704b943d5c7905323ea63a2b,delivered,2018-05-03 16:05:51,2018-05-03 16:29:22,2018-05-04 12:12:00,2018-05-11 20:39:45,2018-06-01 00:00:00
1227f9af3b2ddb0b95060aab8e5b3dc7,53c9811a9eed9e84d267b8a929840882,delivered,2018-05-10 14:48:29,2018-05-10 15:11:25,2018-05-10 14:00:00,2018-05-18 16:21:53,2018-06-07 00:00:00
5d1aca6ae03324b5398c241b3b402be7,b36aecddfe5ccb0971ba9de40729416e,delivered,2018-06-11 13:34:54,2018-06-11 14:02:11,2018-06-12 15:05:00,2018-06-13 19:59:46,2018-06-20 00:00:00
ba16a6de753feb4dc0a6716cc3ddf951,2f2b6326403a1044d7c1c951fa3867f0,delivered,2018-02-10 18:19:59,2018-02-10 18:30:25,2018-02-14 20:15:52,2018-03-08 13:27:33,2018-03-23 00:00:00
569d43a54c364df5b367ab33e96eacf0,de67b8bed7fa293d54466d66bdaadc62,unavailable,2017-10-31 08:50:06,2017-10-31 09:06:23,,,2017-11-08 00:00:00
cdb67b9f52b1b7cd79169a5aae48d7c2,86d44d270b72592dbef78de27ec82d08,delivered,2018-03-07 12:04:58,2018-03-07 12:15:42,2018-03-10 00:07:27,2018-04-02 11:46:28,2018-04-05 00:00:00
b2e5be9642d390480c19fbc80e533de6,250db83427885000b3aa996cf9dc3a72,delivered,2018-04-16 13:41:24,2018-04-16 14:35:11,2018-04-17 00:03:11,2018-04-30 20:34:36,2018-05-07 00:00:00
fd117d65267f58ad33d914a3cc317543,f7c89da122bf0065f6157a4c19bfe24e,delivered,2018-03-19 15:53:24,2018-03-19 16:13:55,2018-03-20 18:53:39,2018-03-23 16:32:23,2018-04-06 00:00:00
6fd39a1adde54d0a5e6fe5ddc6c8784a,4e364c106217fcf45f21a4db793866bb,delivered,2018-04-01 19:57:10,2018-04-02 21:28:58,2018-04-13 01:51:10,2018-04-19 16:04:20,2018-04-27 00:00:00
4cdf8813fc5f4c3d74041453f606868c,d6e011b818659fed8cfa433ec3bee9fe,delivered,2017-10-10 10:08:32,2017-10-10 10:26:55,2017-10-23 17:46:35,2017-10-27 19:44:55,2017-10-23 00:00:00
5bb8d2fbca419676d395687e28f5263b,bff5a17c6a2c64100921da9fe9591a43,delivered,2018-07-12 12:44:14,2018-07-12 14:10:14,2018-07-13 06:52:00,2018-07-23 19:08:52,2018-08-01 00:00:00
5f4942fc3a59f2e62ae534f981105954,887b8a65e05f6ac52b0084002f88b30d,delivered,2018-03-01 08:07:37,2018-03-01 08:29:07,2018-03-01 20:12:36,2018-03-07 22:51:51,2018-03-21 00:00:00
5b649740381032adc79831802d8d221a,9f953bb4452203555445d713827f1465,delivered,2017-11-04 11:11:51,2017-11-07 07:30:51,2017-11-08 15:46:59,2017-11-13 16:52:04,2017-11-30 00:00:00
b68a52eb0d8bcd5f784a5f95b98a6cf6,56d9e13e6894b123c090a253757182a3,delivered,2018-02-03 10:27:19,2018-02-03 10:40:37,2018-02-05 22:58:49,2018-02-28 09:21:54,2018-03-15 00:00:00
558731462aceb9588378c7c19194d2db,4d916e585f3bb295dbc15dafaeaae8ed,delivered,2018-05-10 14:00:11,2018-05-10 14:16:26,2018-05-17 13:29:00,2018-05-18 16:59:56,2018-06-07 00:00:00
77e4da3755c479aac3d6f7f2a5e94516,6995decf2663f921e8dfb49b3e7b5b9c,delivered,2018-02-13 14:36:43,2018-02-13 15:07:58,2018-02-19 23:42:39,2018-03-09 16:58:30,2018-03-23 00:00:00
578daeebdebcc19bd2dcba1f6b06b3ce,af31beb9cb1ad7f0dd644d33b9e9ea44,delivered,2018-05-29 18:54:31,2018-05-29 19:17:23,2018-05-30 08:53:00,2018-06-02 14:12:57,2018-06-21 00:00:00
1aa78d3a94e9d8054d63fd230c076bf6,07c7380ec99877459637515df52ee55a,delivered,2017-11-24 18:49:41,2017-11-24 22:14:11,2017-11-28 00:12:11,2017-11-29 17:09:17,2017-12-08 00:00:00
a5d3eeeb605f6e2ce95e590543148234,05e8586e1ca488defddd47b5be9179c3,delivered,2018-05-13 21:46:59,2018-05-13 22:13:44,2018-05-14 13:40:00,2018-05-15 17:31:01,2018-05-25 00:00:00
2e233dded5d8af5e2baa5c1fca89a6c6,7f6cc609946a187554550e1a9192a46f,delivered,2017-12-06 14:37:35,2017-12-06 14:52:16,2017-12-20 18:59:29,2017-12-21 23:38:53,2018-01-04 00:00:00
9eaec2635ebf99416ead21c62ef53f67,216b824e1aa1817c80b40f8f2f8b246c,delivered,2017-12-13 17:14:37,2017-12-13 17:31:27,2017-12-15 21:42:19,2018-01-03 20:29:09,2018-01-15 00:00:00
db7a9e1d2cbac54cc7ead44f1ae8535c,3eda5c7e6340baf62f38dec00856a877,delivered,2018-02-16 16:32:47,2018-02-16 16:46:57,2018-02-19 18:29:11,2018-02-20 19:45:03,2018-03-05 00:00:00
3caf6c286c8cde37ea9c0fb2da0e3169,c8b8fc6a174f7e78125428ff2e452cca,delivered,2018-06-11 09:37:23,2018-06-12 05:15:58,2018-06-13 10:25:00,2018-06-19 16:18:43,2018-07-13 00:00:00
e317f41180b8a6fa3ce86b6fba6ac3fa,6285f604fa70a13975a094497da3bf6b,delivered,2018-06-25 20:52:04,2018-06-27 08:54:31,2018-06-27 07:37:00,2018-07-05 18:32:09,2018-08-03 00:00:00
3a73a24fa6a0d8ffd462fb4bb62e66fc,da5bd8e328c797b2d8f4d7199d5e94d5,delivered,2017-12-18 17:24:21,2017-12-18 17:36:30,2017-12-19 18:21:51,2017-12-27 18:58:40,2018-01-12 00:00:00
51879b7474407f56048b6c36cc3e263c,82141426f5565b47a8b8433342024da7,delivered,2018-07-25 21:44:59,2018-07-25 22:15:07,2018-07-26 11:12:00,2018-08-20 11:52:13,2018-08-08 00:00:00
385408894abaef5ea2b48046ca02f823,18e2faab25e5ef1ffc283ef3775b9a87,delivered,2018-02-15 11:26:54,2018-02-17 03:47:43,2018-02-21 16:55:08,2018-02-27 17:18:54,2018-03-08 00:00:00
a5dfe2f94a7c8cb55a435a6ed9fc2c12,7838d18f32fd8c01bf0712b588663c16,delivered,2017-05-01 19:04:07,2017-05-03 11:35:43,2017-05-04 12:15:24,2017-05-15 12:10:57,2017-05-26 00:00:00
5662e7f8bbc6abe55e104ac06994a731,b253ab4ce264a72304410c04d66e3908,delivered,2017-10-02 11:56:39,2017-10-02 12:07:21,2017-10-02 19:05:32,2017-10-18 16:22:50,2017-10-31 00:00:00
7e4d4a50dc999bcf59d2e055db0f4b37,3ea256d0100550636253563da3e913bc,delivered,2018-01-08 01:30:12,2018-01-08 01:39:20,2018-01-08 22:37:51,2018-01-19 20:49:02,2018-02-07 00:00:00
d7ebfa9a59497087b6f2383f00689fcf,6da7fdc344021e769a846085968f48f0,delivered,2017-10-29 22:45:35,2017-10-29 23:05:48,2017-10-31 23:44:50,2017-11-14 18:42:27,2017-11-23 00:00:00
bcaa7f7240deb32b0410ee6cc085d9b4,829d3ea58fe45816348ab857d059a6ae,delivered,2018-08-12 10:33:18,2018-08-13 10:30:19,2018-08-13 15:28:00,2018-08-14 21:48:58,2018-08-20 00:00:00
21c9855588b3946347dcaa1f159edcd8,499311489d89baa6ed8f9f9f1f3758b8,delivered,2018-06-02 12:40:09,2018-06-02 12:51:57,2018-06-05 15:01:00,2018-06-06 22:12:47,2018-06-28 00:00:00
b5eb3252f8e5ded7044d176ed49e2ecb,86d7e0b2821894373d67a03352affdcb,delivered,2018-05-28 17:23:08,2018-05-28 17:35:10,2018-06-18 11:59:00,2018-06-22 17:59:29,2018-08-03 00:00:00
5f8772295e1adb4e4832c988d6b631b6,d6ea3ab260c02dc5a2d6270e7d49286d,delivered,2018-03-17 10:11:49,2018-03-17 10:28:37,2018-03-21 19:24:40,2018-04-10 01:19:14,2018-04-20 00:00:00
22caa724849d26dec4cd73ffc70bc133,983286740ff2d1fd74d499fd1a711de7,delivered,2018-06-20 16:51:23,2018-06-20 17:21:20,2018-06-21 12:51:00,2018-06-28 13:48:32,2018-07-17 00:00:00
76ae7f8d0104f4808d4a93f4b81661d7,279b18bebb145265c6490f1de02cd947,delivered,2018-02-03 12:34:20,2018-02-03 13:20:32,2018-02-05 16:42:17,2018-02-15 00:26:45,2018-03-01 00:00:00
dfa1e5a290276c05629e2d4180ce6aff,1cb19e72dbe69d9091b464032caebb40,delivered,2017-03-13 14:17:40,2017-03-13 14:17:40,2017-03-14 15:05:58,2017-03-17 17:51:45,2017-04-06 00:00:00
d33a24a5ea67f8f5a06b0a32e53f3acf,5681c6fa141b43aaa13277dd0fd30b76,delivered,2017-05-16 11:15:51,2017-05-17 04:10:25,2017-05-17 14:37:03,2017-05-23 10:42:20,2017-06-07 00:00:00
c8c002c98c3b0b4d4136b84f76f635a8,c7f827df881d513428043f6c8153eb6b,delivered,2018-01-23 22:51:57,2018-01-24 18:12:42,2018-01-26 22:19:07,2018-02-09 01:44:46,2018-02-23 00:00:00
07bebe0626c8053ad425381fe0882655,a7077f133d9d048e55dc77a59d97c83e,delivered,2017-09-22 11:16:39,2017-09-26 04:07:12,2017-09-29 22:33:53,2017-10-05 21:07:46,2017-10-19 00:00:00
d5d0829757e3f168a603b3c272d96fff,add7aa6095dd2aae6b8d70d022bae3e5,delivered,2018-03-07 19:39:28,2018-03-07 19:55:32,2018-03-08 20:28:34,2018-03-15 22:32:39,2018-03-27 00:00:00
0ea322b0cc5c5a359a4b83e2cae08390,fda9a2bf4f0b8d64bf713e261189a2bc,delivered,2017-04-21 09:11:44,2017-04-21 09:22:07,2017-04-25 11:06:48,2017-04-27 15:43:31,2017-05-11 00:00:00
377627ea55b004e8d55a2af17ba3c0e1,3f0bd16414d5fee5cb1d19769c3c825e,delivered,2018-05-20 13:52:02,2018-05-20 14:18:58,2018-05-21 13:12:00,2018-05-22 14:56:33,2018-05-29 00:00:00
989829039549b9b62b547646ee72c034,c947bd7320af6ca068c7ef4389693173,delivered,2018-02-17 19:34:10,2018-02-17 19:50:25,2018-02-21 22:05:26,2018-02-22 13:49:08,2018-03-06 00:00:00
0739104e30e20de6c0956c0889a9b9dc,066a9e746ce5eead40d2afa9bccd3d7d,delivered,2018-08-17 19:00:16,2018-08-17 19:10:44,2018-08-21 06:04:00,2018-08-27 16:02:46,2018-08-31 00:00:00
3772bd82db6b988f9a7008bdb3a4b729,d00682c2eaf70db1869809d2fbaf7aba,delivered,2017-08-30 14:01:17,2017-09-01 06:24:30,2017-09-01 18:17:49,2017-09-06 17:52:25,2017-09-22 00:00:00
ece3ab91bd67ba73563dd0468fc3bde2,b4111141220267ae8e763af405bc6469,delivered,2017-09-04 16:30:33,2017-09-04 16:45:36,2017-10-03 18:04:57,2017-10-19 21:43:53,2017-10-10 00:00:00
f6806cb575dffe2dd24873502bc0b413,f9f0c70f7f91d4bebab7ed1cb0206489,delivered,2018-06-29 13:50:02,2018-06-29 14:10:45,2018-06-29 15:34:00,2018-07-05 19:46:36,2018-08-07 00:00:00
e1cbc1e8c3204aaecc891d1392f7b4d7,3b4d546d0e5f84a84c5cd3034c557b72,delivered,2018-01-04 09:22:57,2018-01-04 09:33:23,2018-02-06 19:27:54,2018-02-15 20:25:12,2018-03-14 00:00:00
a7b984cb7dba04216ef3408f9fdc724f,abda0fc72e1f8c32dd8291c542e273c5,delivered,2018-02-16 21:27:05,2018-02-16 21:35:26,2018-02-21 23:35:38,2018-02-27 00:10:13,2018-03-12 00:00:00
c000556923c9e9f96eb1121213f153b0,e630c8a8b546a3a6486ccdca9cc6eb0a,delivered,2017-11-24 14:22:59,2017-11-24 16:33:41,2017-11-27 21:43:07,2017-11-29 21:37:23,2017-12-12 00:00:00
544bad401327a8f0de6786c7ccd73c8b,3663cf3c9fafa9cc511c4d990ea35326,delivered,2017-04-30 19:25:23,2017-04-30 20:00:07,2017-05-04 13:14:08,2017-05-17 15:32:56,2017-05-23 00:00:00
c0cb48c270009fc128318b2f9eda3bec,246295516c97fc54aa274c6fd2222602,delivered,2018-04-22 17:47:10,2018-04-24 18:34:06,2018-04-23 18:02:33,2018-05-04 18:17:35,2018-05-15 00:00:00
38ac62af1b354671501c9bbfc55bf187,d14a98aaff22268ebdcbcd6acb7161be,delivered,2018-02-02 12:15:33,2018-02-03 02:53:24,2018-02-27 22:51:34,2018-03-06 19:35:44,2018-03-23 00:00:00
faa72e2db68f17d71fa5c725cafc53ad,a6a0a62ce165053b536f84be26fd22c7,delivered,2018-04-15 18:34:32,2018-04-16 08:51:12,2018-04-16 18:56:48,2018-04-20 20:28:56,2018-05-16 00:00:00
338be6220254203898339bb8b6021138,fef6ee8cb0a99f0fa68808e0fadca078,delivered,2018-05-17 09:53:34,2018-05-19 02:58:57,2018-05-21 15:32:00,2018-05-31 00:19:44,2018-06-06 00:00:00
2282f08c7a3e5bc3e7b84bb444d6e1e6,9024b6b926dff086c50dfd85762b9a45,delivered,2018-04-11 11:41:21,2018-04-11 11:50:28,2018-04-11 22:18:28,2018-04-26 19:42:49,2018-05-18 00:00:00
b62490833ad4da4f0f696c9358737651,36a52cbef5f4a32aed0c0215995985d4,delivered,2017-10-30 02:03:05,2017-10-31 04:30:15,2017-10-31 16:53:48,2017-11-08 17:54:43,2017-11-29 00:00:00
8fad1f3654133d30218cd4b6fae827ee,9111c8e96c761096f6fbe14a3a539f5d,delivered,2017-06-18 11:37:07,2017-06-18 11:45:18,2017-06-19 16:42:20,2017-06-22 15:34:10,2017-07-07 00:00:00
84d1f58195cae334b50f9088b38b3495,544e77a62037110df48c7f23d0a320e7,delivered,2017-04-26 08:45:44,2017-05-01 22:33:38,2017-05-04 15:14:39,2017-05-11 13:33:01,2017-05-17 00:00:00
44259226d73d340f929777553ecf199b,10101c15aec095b6078c8dd047739392,delivered,2018-03-30 13:36:43,2018-03-30 14:27:02,2018-04-02 19:21:05,2018-04-17 23:18:36,2018-04-25 00:00:00
3b9de7cf25713aac3ab7e5cc48d83983,4233f443bac7d7de2c4e6782763fa516,delivered,2017-07-20 10:38:58,2017-07-20 10:55:11,2017-07-21 18:22:58,2017-08-09 17:42:52,2017-08-22 00:00:00
d7ebe26f7b9c7600c40edd2b0edc7afc,994ce8a078d9b40c268787c6ff42d514,delivered,2017-05-20 10:41:57,2017-05-23 03:22:53,2017-05-25 10:37:45,2017-06-06 18:52:29,2017-07-03 00:00:00
1dd524259037e53865e1fbee3697183b,1a13719d21dafc59a8a17846e0172f0f,delivered,2017-06-16 15:19:13,2017-06-16 15:30:33,2017-06-16 16:01:52,2017-06-23 11:48:38,2017-07-11 00:00:00
c4ed5db53397cdd0f24bb4ba48f769f8,b965b22eb0be25b8a06e11e390c4ffb8,delivered,2017-06-22 22:14:08,2017-06-22 22:25:18,2017-06-23 11:09:17,2017-06-26 16:57:54,2017-07-05 00:00:00
c9abb9f3b4b71b87bfbc5645a02cf8cc,72430ca7638959110ed1dcc035402546,delivered,2018-04-16 17:14:02,2018-04-16 18:33:55,2018-04-17 12:51:09,2018-04-23 19:26:30,2018-05-09 00:00:00
b2b86f50f1d5ec8763fc9fc6894ac6c4,89fe1107a7a7a8e70a256454d3da5335,delivered,2018-08-01 19:51:31,2018-08-01 20:15:21,2018-08-02 14:49:00,2018-08-03 21:19:23,2018-08-06 00:00:00
a711032f5b2df3b039238b1a273076b8,9393744f4214f430a813fee1316567e2,delivered,2018-04-04 18:08:41,2018-04-04 18:15:19,2018-04-07 22:03:07,2018-04-22 21:05:11,2018-05-03 00:00:00
ec34ce0f06a9a35ebf0f0496d595bc84,d3cafb429363e1c6b3a3af369e31728a,delivered,2018-03-05 19:13:59,2018-03-05 19:28:32,2018-03-07 19:15:05,2018-04-09 18:47:34,2018-03-29 00:00:00
f0cb299a9702d7db4e501895d61d2baf,3d14ef1b615443e8569574ccf4c70ffb,invoiced,2017-06-10 22:46:28,2017-06-10 23:02:39,,,2017-07-03 00:00:00
edd3d7495d5177045823010a1f6ac22a,fbf9c2e3c687f16df64422a9c855b8e2,delivered,2018-06-13 17:55:32,2018-06-13 18:23:23,2018-06-14 14:58:00,2018-06-20 15:08:38,2018-07-20 00:00:00
b0200f320613faea21c999a90efa28ab,cb3e59ee986f4594de1982df4ae214f7,delivered,2018-02-10 17:58:16,2018-02-10 18:48:12,2018-02-19 21:42:18,2018-02-20 22:33:02,2018-02-26 00:00:00
cecccaa359491439461332bbb0dad3d5,6e99733532423390e0d537024ac60812,delivered,2018-02-28 23:35:06,2018-03-01 00:20:27,2018-03-02 17:57:06,2018-03-28 00:09:03,2018-03-29 00:00:00
f7198d6fd9c02f8d7f7646b213376ddf,d32c1be9389b63d5e611ae874bf4403d,delivered,2018-02-24 21:15:18,2018-02-27 04:31:12,2018-02-27 19:33:48,2018-04-06 20:33:34,2018-03-19 00:00:00
042649285cd08ef7c546445419b43407,8e4a0eaf18400c5715796fc724708d00,delivered,2018-03-13 15:24:32,2018-03-13 15:35:36,2018-03-15 23:07:58,2018-03-16 23:32:59,2018-04-16 00:00:00
22a1a580ac153c5e2f469d27ad6a4e3d,b9662bb6c6a36059b08d2ade7f499d65,delivered,2018-04-15 13:45:06,2018-04-15 13:55:18,2018-04-16 22:13:32,2018-04-23 21:28:42,2018-05-09 00:00:00
4f62d593acae92cea3c5662c76122478,dfb941d6f7b02f57a44c3b7c3fefb44b,delivered,2017-07-18 23:10:58,2017-07-18 23:23:26,2017-07-20 19:00:02,2017-07-21 16:19:40,2017-07-31 00:00:00
edc9fcd5f5ab3aa69901aa991026ee0c,07c457249ec4f7f19f0244025b671ccc,delivered,2017-06-03 11:55:09,2017-06-03 13:05:18,2017-06-05 08:52:20,2017-06-14 15:38:09,2017-06-28 00:00:00
540544251975ba4515aebe0ac8525067,09aa1b31dfac63e1e90d5ddf79560f86,delivered,2017-06-19 11:02:33,2017-06-19 11:10:18,2017-06-21 18:43:49,2017-06-30 14:27:57,2017-07-11 00:00:00
d4e413e096efb5d9b209b28ac79c62b7,18f711d8d5d66c0a2d470f4b851e8038,delivered,2018-06-28 09:12:34,2018-06-28 09:31:36,2018-06-29 08:42:00,2018-07-19 19:55:34,2018-07-13 00:00:00
afc164a698c08de061cc7173650121fa,fdec684fa0be036ee7039f3edf5a0323,delivered,2018-02-19 14:27:36,2018-02-19 14:47:26,2018-02-20 20:35:24,2018-03-05 22:17:29,2018-03-21 00:00:00
3eb08a4c95b522bed075ec059ad858ab,8aac7e3ddd515089585bbab2b7d85aa8,delivered,2018-08-07 22:03:27,2018-08-07 22:15:22,2018-08-09 10:56:00,2018-08-17 11:42:52,2018-09-21 00:00:00
317c2c773295f70b67e5511ccd55f81c,1a87ac7d56c7f9d337a271a7c157184c,delivered,2017-08-01 00:03:15,2017-08-01 00:43:11,2017-08-03 16:29:43,2017-08-09 16:14:51,2017-08-21 00:00:00
115cf7c242febcbed832ad6d631db40e,aa7aba441952b013edbf055028d6e7dd,delivered,2017-05-11 00:08:39,2017-05-12 02:45:08,2017-05-15 12:08:27,2017-05-16 09:47:48,2017-05-26 00:00:00
4cf6bc9c5e6ff30151bfb6f92f791b28,515dcc3641e65fbef358398ae6dc91cb,delivered,2017-06-23 20:43:32,2017-06-23 20:55:08,2017-06-26 14:22:47,2017-07-12 16:17:46,2017-07-25 00:00:00
